FITS File Path
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_42_13/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_43_15/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_44_17/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_45_19/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_46_21/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_47_23/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_48_25/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_49_27/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_50_29/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_51_31/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_52_33/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_53_35/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_54_37/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_55_39/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_56_41/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_57_43/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_58_45/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/20_59_47/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_00_49/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_01_51/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_02_53/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_03_55/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_04_57/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_05_59/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_07_01/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_08_03/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_09_05/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_10_07/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_11_09/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_12_11/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_13_13/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_14_15/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_15_17/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_16_19/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_17_21/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_18_24/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_19_26/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_20_28/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_21_30/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_22_32/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_23_34/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_24_36/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_25_38/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_26_40/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_27_42/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_28_44/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_29_46/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_30_48/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_31_50/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_32_52/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_33_54/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_34_56/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_35_58/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_37_00/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_38_03/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_39_05/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_40_07/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_41_09/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_42_11/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_43_13/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_44_15/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_45_17/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_46_19/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_47_21/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_48_23/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_49_26/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_50_28/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_51_30/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_52_32/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_53_34/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_54_36/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_55_38/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_56_40/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_57_43/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_58_45/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/21_59_47/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_00_49/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_01_51/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_02_53/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_03_55/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_04_58/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_06_00/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_07_02/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_08_04/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_09_06/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_10_09/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_11_11/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_12_13/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_13_15/Alderamin (Alpha Cephi)_00001.fits
real_data/Alderamin (Alpha Cephi) 2025-11-15/22_14_17/Alderamin (Alpha Cephi)_00001.fits
